request_id,arrival_time_ps,settlement_time_ps,success,latency_ps,attempt_count,last_candidate_id,last_failure_cause
r0,0,800000000,0,800000000,0,,
r1,0,365000000,1,365000000,2,r1:path:2:swap_tree_4,
r10,400000000,565000000,1,165000000,1,r10:path:0:swap_tree_1,
r11,400000000,725000010,1,325000010,2,r11:path:1:swap_tree_0,
r12,400000000,1200000000,0,800000000,0,,
r13,400000000,765000000,1,365000000,2,r13:path:3:swap_tree_1,
r14,400000000,960000000,1,560000000,3,r14:path:1:swap_tree_0,
r15,600000000,725000010,1,125000010,1,r15:path:0:swap_tree_0,
r16,600000000,1400000000,0,800000000,3,r16:path:3:swap_tree_4,physical_failure
r17,600000000,1400000000,0,800000000,4,r17:path:3:swap_tree_4,physical_failure
r18,600000000,1365000000,1,765000000,4,r18:path:3:swap_tree_3,
r19,600000000,725000010,1,125000010,1,r19:path:1:swap_tree_1,
r2,0,800000000,0,800000000,0,,
r3,0,310000000,1,310000000,2,r3:path:2:swap_tree_0,
r4,0,800000000,0,800000000,1,r4:path:0:swap_tree_2,physical_failure
r5,200000000,1000000000,0,800000000,0,,
r6,200000000,910000000,1,710000000,4,r6:path:3:swap_tree_1,
r7,200000000,630000010,1,430000010,2,r7:path:1:swap_tree_1,
r8,200000000,1000000000,0,800000000,0,,
r9,200000000,1000000000,0,800000000,2,r9:path:0:swap_tree_3,physical_failure
