1,1,False,90,0,0.0,0.0000,[18, 18, 18, 18, 18]
2,1,False,151,28,6.013318551349163,0.1991,[36, 24, 36, 22, 33]
3,1,False,195,84,14.25482374496437,0.3655,[54, 20, 54, 25, 42]
4,1,False,210,178,29.664793948382652,0.7063,[60, 8, 72, 4, 66]
5,1,False,242,269,30.916662174303358,0.6388,[70, 10, 90, 16, 56]
6,1,False,258,465,33.481935427928896,0.6489,[77, 11, 90, 12, 68]
7,1,False,257,658,34.58091959448157,0.6728,[80, 3, 90, 18, 66]
8,1,False,253,842,32.909573075322626,0.6504,[80, 8, 90, 17, 58]
9,1,False,241,1011,36.92912130013385,0.7662,[85, 9, 90, 2, 55]
10,1,False,251,1195,37.838604625435124,0.7538,[87, 11, 90, 0, 63]
11,1,False,231,1424,38.33744905441675,0.8298,[86, 5, 90, 0, 50]
12,1,False,254,1623,37.91253090997751,0.7463,[87, 7, 90, 4, 66]
13,1,False,241,1817,39.458332453361486,0.8186,[89, 4, 90, 0, 58]
14,1,False,241,2016,39.458332453361486,0.8186,[89, 4, 90, 0, 58]
15,1,False,255,2198,41.221353689562406,0.8083,[89, 2, 90, 0, 74]
16,1,False,259,2387,40.29094191006212,0.7778,[89, 6, 90, 0, 74]
17,1,False,249,2602,40.409899777158564,0.8114,[90, 3, 90, 0, 66]
18,1,False,242,2785,39.666610644218146,0.8196,[90, 4, 90, 0, 58]
19,1,False,228,2968,38.995384342252606,0.8552,[90, 6, 90, 0, 42]
20,1,False,228,3146,38.995384342252606,0.8552,[90, 6, 90, 0, 42]
21,1,False,249,3560,40.409899777158564,0.8114,[90, 3, 90, 0, 66]
22,1,False,256,3754,41.40724574274411,0.8087,[90, 2, 90, 0, 74]
23,1,False,262,3946,42.13122357587066,0.8040,[90, 2, 90, 0, 80]
24,1,False,249,4138,40.409899777158564,0.8114,[90, 3, 90, 0, 66]
25,1,False,270,4332,44.090815370097204,0.8165,[90, 0, 90, 0, 90]
26,1,False,268,4537,42.589200509049235,0.7946,[90, 3, 90, 0, 85]
27,1,False,272,5365,43.60550423971726,0.8016,[90, 2, 90, 0, 90]
28,1,False,273,5624,43.36634639902236,0.7943,[90, 3, 90, 0, 90]
29,1,False,274,5878,43.12957222138889,0.7870,[90, 4, 90, 0, 90]
30,1,False,273,6090,43.36634639902236,0.7943,[90, 3, 90, 0, 90]
1,1,True,90,0,0.0,0.0000,[18, 18, 18, 18, 18]
2,1,True,151,28,6.013318551349163,0.1991,[36, 24, 36, 22, 33]
3,1,True,195,84,14.25482374496437,0.3655,[54, 20, 54, 25, 42]
4,1,True,210,178,29.664793948382652,0.7063,[60, 8, 72, 4, 66]
5,1,True,242,269,30.916662174303358,0.6388,[70, 10, 90, 16, 56]
6,1,True,258,465,33.481935427928896,0.6489,[77, 11, 90, 12, 68]
7,1,True,257,658,34.58091959448157,0.6728,[80, 3, 90, 18, 66]
8,1,True,253,842,32.909573075322626,0.6504,[80, 8, 90, 17, 58]
9,1,True,241,1011,36.92912130013385,0.7662,[85, 9, 90, 2, 55]
10,1,True,251,1195,37.838604625435124,0.7538,[87, 11, 90, 0, 63]
11,1,True,231,1424,38.33744905441675,0.8298,[86, 5, 90, 0, 50]
12,1,True,254,1623,37.91253090997751,0.7463,[87, 7, 90, 4, 66]
13,1,True,241,1817,39.458332453361486,0.8186,[89, 4, 90, 0, 58]
14,1,True,241,2016,39.458332453361486,0.8186,[89, 4, 90, 0, 58]
15,1,True,255,2198,41.221353689562406,0.8083,[89, 2, 90, 0, 74]
16,1,True,259,2387,40.29094191006212,0.7778,[89, 6, 90, 0, 74]
17,1,True,249,2602,40.409899777158564,0.8114,[90, 3, 90, 0, 66]
18,1,True,242,2785,39.666610644218146,0.8196,[90, 4, 90, 0, 58]
19,1,True,228,2968,38.995384342252606,0.8552,[90, 6, 90, 0, 42]
20,1,True,228,3146,38.995384342252606,0.8552,[90, 6, 90, 0, 42]
21,1,True,249,3560,40.409899777158564,0.8114,[90, 3, 90, 0, 66]
22,1,True,256,3754,41.40724574274411,0.8087,[90, 2, 90, 0, 74]
23,1,True,262,3946,42.13122357587066,0.8040,[90, 2, 90, 0, 80]
24,1,True,249,4138,40.409899777158564,0.8114,[90, 3, 90, 0, 66]
25,1,True,270,4332,44.090815370097204,0.8165,[90, 0, 90, 0, 90]
26,1,True,268,4537,42.589200509049235,0.7946,[90, 3, 90, 0, 85]
27,1,True,272,5365,43.60550423971726,0.8016,[90, 2, 90, 0, 90]
28,1,True,273,5624,43.36634639902236,0.7943,[90, 3, 90, 0, 90]
29,1,True,274,5878,43.12957222138889,0.7870,[90, 4, 90, 0, 90]
30,1,True,273,6090,43.36634639902236,0.7943,[90, 3, 90, 0, 90]
1,5,False,487,0,0.4898979485566356,0.0050,[97, 97, 98, 97, 98]
2,5,False,908,0,15.628179676469042,0.0861,[193, 162, 196, 163, 194]
3,5,False,1099,75,73.62445245976367,0.3350,[289, 124, 294, 139, 253]
4,5,False,1218,200,128.07747655228064,0.5258,[353, 91, 392, 93, 289]
5,5,False,1328,293,173.78446420782268,0.6543,[409, 80, 490, 54, 295]
6,5,False,1368,451,192.81763404834112,0.7047,[450, 61, 490, 31, 336]
7,5,False,1392,578,192.83215499495927,0.6926,[470, 55, 490, 50, 327]
8,5,False,1410,784,201.19343925685052,0.7135,[474, 45, 490, 38, 363]
9,5,False,1433,1017,217.95100366825568,0.7605,[475, 29, 490, 13, 426]
10,5,False,1438,1183,201.18310068194097,0.6995,[477, 70, 490, 23, 378]
11,5,False,1437,1393,212.00999976416207,0.7377,[479, 49, 490, 12, 407]
12,5,False,1430,1550,218.20449124617028,0.7630,[480, 29, 490, 12, 419]
13,5,False,1452,1781,218.06842962703243,0.7509,[478, 39, 490, 10, 435]
14,5,False,1451,1992,216.33621980611568,0.7455,[480, 47, 490, 7, 427]
15,5,False,1406,2290,211.0179139314954,0.7504,[475, 50, 490, 4, 387]
16,5,False,1417,2482,221.4421820701738,0.7814,[474, 22, 490, 5, 426]
17,5,False,1441,2698,216.48131559097655,0.7511,[476, 36, 490, 13, 426]
18,5,False,1429,2943,221.9958558171751,0.7768,[475, 27, 490, 3, 434]
19,5,False,1419,3131,219.8421251716786,0.7746,[480, 28, 490, 5, 416]
20,5,False,1437,3360,208.18607061953017,0.7244,[480, 62, 490, 11, 394]
21,5,False,1429,3666,218.77604987749461,0.7655,[479, 29, 490, 10, 421]
22,5,False,1464,3804,216.64939418332102,0.7399,[479, 53, 490, 5, 437]
23,5,False,1410,4134,220.433209839171,0.7817,[479, 20, 490, 8, 413]
24,5,False,1436,4323,219.65008536306104,0.7648,[478, 31, 490, 8, 429]
25,5,False,1433,4638,227.1251637313664,0.7925,[478, 15, 490, 3, 447]
26,5,False,1456,4913,226.60397172159185,0.7782,[473, 26, 490, 2, 465]
27,5,False,1441,5073,225.55389599827353,0.7826,[476, 22, 490, 3, 450]
28,5,False,1441,5349,228.97196334922756,0.7945,[471, 14, 490, 2, 464]
29,5,False,1442,5580,230.3394017531521,0.7987,[473, 13, 490, 0, 466]
30,5,False,1454,5767,230.61257554608767,0.7930,[474, 15, 490, 2, 473]
1,5,True,487,0,0.4898979485566356,0.0050,[97, 97, 98, 97, 98]
2,5,True,908,0,15.628179676469042,0.0861,[193, 162, 196, 163, 194]
3,5,True,1183,9,60.96097112087372,0.2577,[289, 156, 294, 169, 275]
4,5,True,1430,96,109.78706663355206,0.3839,[372, 118, 392, 193, 355]
5,5,True,1576,166,134.07669446999356,0.4254,[393, 104, 490, 232, 357]
6,5,True,1649,280,138.85013503774493,0.4210,[428, 114, 490, 226, 391]
7,5,True,1766,312,138.54298971799332,0.3923,[472, 130, 490, 257, 417]
8,5,True,1776,448,178.36860710338019,0.5022,[530, 71, 483, 221, 471]
9,5,True,2001,368,144.36536980869062,0.3607,[564, 170, 491, 299, 477]
10,5,True,2179,360,128.24570168235658,0.2943,[615, 252, 488, 333, 491]
11,5,True,2187,564,156.10458032998264,0.3569,[648, 200, 494, 329, 516]
12,5,True,2329,598,156.30150351164252,0.3356,[694, 235, 492, 365, 543]
13,5,True,2184,842,191.79509899890562,0.4391,[704, 170, 510, 271, 529]
14,5,True,2191,993,188.5729567037649,0.4303,[704, 201, 523, 245, 518]
15,5,True,2214,1179,219.6273207048704,0.4960,[761, 113, 540, 305, 495]
16,5,True,2181,1330,209.76501138178406,0.4809,[717, 131, 578, 275, 480]
17,5,True,2187,1677,239.40726806009877,0.5473,[780, 97, 594, 268, 448]
18,5,True,2117,1915,230.80606577817665,0.5451,[767, 99, 562, 269, 420]
19,5,True,2121,2027,257.74359351883027,0.6076,[816, 55, 573, 286, 391]
20,5,True,2032,2560,220.48092888048166,0.5425,[673, 74, 607, 261, 417]
21,5,True,2011,2706,225.83303567016054,0.5615,[661, 36, 591, 275, 448]
22,5,True,1756,3257,185.4587824827932,0.5281,[477, 50, 592, 267, 370]
23,5,True,1703,3389,163.74199217060965,0.4807,[461, 42, 498, 299, 403]
24,5,True,1728,3672,173.05906506161415,0.5007,[474, 29, 521, 319, 385]
25,5,True,1744,3850,170.36243717439592,0.4884,[483, 49, 523, 286, 403]
26,5,True,1671,4145,180.04710494756642,0.5387,[435, 47, 589, 267, 333]
27,5,True,1657,4471,182.84922750725528,0.5517,[471, 24, 501, 220, 441]
28,5,True,1618,4624,169.6957277010827,0.5244,[449, 27, 494, 249, 399]
29,5,True,1740,4833,168.531302730383,0.4843,[467, 30, 500, 336, 407]
30,5,True,1635,4995,173.27550317341456,0.5299,[461, 26, 511, 257, 380]
1,10,False,975,0,0.0,0.0000,[195, 195, 195, 195, 195]
2,10,False,1856,0,21.830254235807697,0.0588,[390, 343, 389, 346, 388]
3,10,False,2214,22,139.76036634182094,0.3156,[582, 281, 583, 271, 497]
4,10,False,2343,177,275.16511406789925,0.5872,[752, 130, 777, 174, 510]
5,10,False,2657,282,360.76895653589713,0.6789,[936, 176, 971, 132, 442]
6,10,False,2693,399,369.04937339060746,0.6852,[943, 153, 971, 113, 513]
7,10,False,2709,552,383.8220420976367,0.7084,[940, 112, 971, 88, 598]
8,10,False,2770,685,391.1685058897252,0.7061,[952, 115, 971, 75, 657]
9,10,False,2694,915,395.7400156668516,0.7345,[954, 86, 971, 76, 607]
10,10,False,2699,1072,375.1961620272787,0.6951,[953, 149, 971, 99, 527]
11,10,False,2756,1276,375.7320321718658,0.6817,[951, 160, 971, 87, 587]
12,10,False,2764,1534,396.0552486711924,0.7165,[954, 106, 971, 67, 666]
13,10,False,2679,1750,388.6167263512985,0.7253,[945, 119, 971, 64, 580]
14,10,False,2740,2028,404.304835489263,0.7378,[954, 85, 971, 55, 675]
15,10,False,2680,2284,409.81312814501194,0.7646,[934, 64, 971, 36, 675]
16,10,False,2759,2459,405.76761822501317,0.7354,[933, 87, 971, 45, 723]
17,10,False,2715,2696,420.4878119517854,0.7744,[928, 59, 971, 15, 742]
18,10,False,2631,2921,421.0070783252937,0.8001,[936, 33, 971, 20, 671]
19,10,False,2716,3068,395.3557385444152,0.7278,[951, 110, 971, 56, 628]
20,10,False,2605,3315,407.83575125287877,0.7828,[956, 66, 971, 41, 571]
21,10,False,2797,3484,418.3704578480656,0.7479,[955, 92, 971, 20, 759]
22,10,False,2687,3769,405.0790540129173,0.7538,[949, 96, 971, 30, 641]
23,10,False,2749,3963,412.3898155871456,0.7501,[950, 84, 971, 31, 713]
