request_id,arrival_time_ps,settlement_time_ps,success,latency_ps,attempt_count,last_candidate_id,last_failure_cause
r0,0,165000000,1,165000000,1,r0:path:1:swap_tree_1,
r1,0,400000000,0,400000000,3,r1:path:1:swap_tree_0,physical_failure
r2,100000000,275000010,1,175000010,1,r2:path:0:swap_tree_0,
r3,100000000,225000010,1,125000010,1,r3:path:1:swap_tree_0,
r4,200000000,365000000,1,165000000,1,r4:path:1:swap_tree_1,
r5,200000000,600000000,0,400000000,3,r5:path:0:swap_tree_1,physical_failure
