request_id,arrival_time_ps,settlement_time_ps,success,latency_ps,attempt_count,last_candidate_id,last_failure_cause
r0,0,625000010,1,625000010,3,r0:path:2:swap_tree_0,
r1,0,800000000,0,800000000,3,r1:path:0:swap_tree_4,physical_failure
r10,200000000,1000000000,0,800000000,3,r10:path:0:swap_tree_1,physical_failure
r11,200000000,730000010,1,530000010,2,r11:path:1:swap_tree_4,
r12,200000000,1000000000,0,800000000,2,r12:path:2:swap_tree_2,physical_failure
r13,200000000,1000000000,0,800000000,0,,
r14,200000000,380000010,1,180000010,1,r14:path:0:swap_tree_3,
r15,200000000,1000000000,0,800000000,2,r15:path:0:swap_tree_1,physical_failure
r16,200000000,1000000000,0,800000000,0,,
r17,200000000,1000000000,0,800000000,1,r17:path:1:swap_tree_1,physical_failure
r18,200000000,525000010,1,325000010,1,r18:path:1:swap_tree_0,
r19,200000000,930000010,1,730000010,3,r19:path:1:swap_tree_0,
r2,0,180000010,1,180000010,1,r2:path:0:swap_tree_1,
r20,400000000,1200000000,0,800000000,3,r20:path:0:swap_tree_4,physical_failure
r21,400000000,930000010,1,530000010,2,r21:path:0:swap_tree_0,
r22,400000000,1200000000,0,800000000,4,r22:path:0:swap_tree_1,physical_failure
r23,400000000,580000010,1,180000010,1,r23:path:0:swap_tree_3,
r24,400000000,730000010,1,330000010,1,r24:path:1:swap_tree_4,
r25,400000000,1200000000,0,800000000,4,r25:path:1:swap_tree_4,physical_failure
r26,400000000,930000010,1,530000010,2,r26:path:1:swap_tree_3,
r27,400000000,1200000000,0,800000000,3,r27:path:0:swap_tree_1,physical_failure
r28,400000000,680000010,1,280000010,1,r28:path:0:swap_tree_3,
r29,400000000,780000010,1,380000010,2,r29:path:0:swap_tree_2,
r3,0,730000010,1,730000010,3,r3:path:2:swap_tree_4,
r30,600000000,1400000000,0,800000000,3,r30:path:0:swap_tree_1,physical_failure
r31,600000000,1080000010,1,480000010,2,r31:path:0:swap_tree_4,
r32,600000000,880000010,1,280000010,1,r32:path:1:swap_tree_4,
r33,600000000,1400000000,0,800000000,3,r33:path:0:swap_tree_1,physical_failure
r34,600000000,1400000000,0,800000000,3,r34:path:0:swap_tree_3,physical_failure
r35,600000000,1365000000,1,765000000,4,r35:path:1:swap_tree_4,
r36,600000000,780000010,1,180000010,1,r36:path:0:swap_tree_4,
r37,600000000,1365000000,1,765000000,3,r37:path:0:swap_tree_0,
r38,600000000,1400000000,0,800000000,3,r38:path:3:swap_tree_4,physical_failure
r39,600000000,980000010,1,380000010,1,r39:path:0:swap_tree_2,
r4,0,330000010,1,330000010,1,r4:path:0:swap_tree_4,
r5,0,730000010,1,730000010,3,r5:path:1:swap_tree_2,
r6,0,800000000,0,800000000,2,r6:path:3:swap_tree_2,physical_failure
r7,0,800000000,0,800000000,2,r7:path:2:swap_tree_3,physical_failure
r8,0,800000000,0,800000000,1,r8:path:0:swap_tree_2,physical_failure
r9,0,480000010,1,480000010,2,r9:path:0:swap_tree_1,
